,nRt,nRA,nLt,nLA
10901,127.139,521.0,59.0571,762.0
10902,5.2158,850.0,45.3696,1297.0
10903,295.841,840.0,324.557,660.0
10904,764.216,201.0,143.245,1091.0
10905,252.153,647.0,68.8071,1331.0
10906,-7.1592,1212.0,53.0283,1946.0
10907,273.548,1644.0,111.557,2110.0
10908,317.062,383.0,45.9033,2364.0
10909,231.173,1108.0,177.55700000000002,1612.0
10910,843.375,96.0,32.5908,2577.0
10911,,,20.4225,1867.0
10912,398.985,432.0,79.0908,1637.0
10913,,,194.778,2250.0
10914,49.0908,1076.0,219.71599999999998,2158.0
10915,556.688,334.0,80.0283,1735.0
10916,99.5283,3267.0,470.95599999999996,360.0
10917,,,88.6533,995.0
10918,236.62,797.0,8.4033,2617.0
10919,75.3696,874.0,255.528,1326.0
10920,140.245,1134.0,100.65299999999999,1475.0
10921,202.68200000000002,751.0,82.8408,2358.0
10924,,,755.25,180.0
10926,,,278.62,918.0
10927,,,76.6821,1922.0
10928,,,47.2446,2077.0
10929,286.495,960.0,672.745,104.0
10930,,,418.87,490.0
10931,188.62,1524.0,240.923,888.0
10932,189.014,2150.0,69.9321,1586.0
10933,44.0571,2584.0,22.2975,1102.0
10934,48.3312,190.0,33.3696,337.0
10935,45.1437,254.0,55.4946,156.0
10936,178.081,421.0,46.3071,328.0
10937,169.081,537.0,16.1196,654.0
10938,195.192,748.0,-2.4428900000000002,673.0
10939,0.254366,758.0,119.807,333.0
10940,166.12,248.0,24.3696,525.0
10941,292.307,208.0,153.93200000000002,630.0
10942,231.144,443.0,131.048,1180.0
10943,148.644,1220.0,166.87,1838.0
10944,332.20599999999996,518.0,30.9225,1686.0
10945,125.81200000000001,106.0,536.995,428.0
10946,,,545.245,676.0
10947,,,3.92251,1877.0
10948,580.495,479.0,43.485,2102.0
10949,,,261.173,1701.0
10950,653.807,214.0,161.235,1929.0
10951,530.62,313.0,223.298,1333.0
10952,1094.62,129.0,355.68199999999996,803.0
10953,,,138.431,881.0
10954,1103.62,163.0,366.431,786.0
10955,,,123.806,1364.0
10956,55.8696,2460.0,115.1,931.0
10957,47.2446,1827.0,252.37900000000002,2675.0
10958,503.11800000000005,443.0,456.18199999999996,1062.0
10959,572.057,286.0,71.2446,1099.0
10960,85.8696,1816.0,238.278,1421.0
10961,170.235,2867.0,,
10962,173.235,1885.0,,
10963,-0.764992,1468.0,,
10965,78.9033,1255.0,189.55700000000002,580.0
10966,56.7783,2230.0,,
10967,487.278,577.0,361.68199999999996,329.0
10968,,,28.8696,1010.0
10969,150.55700000000002,1921.0,136.368,923.0
10970,,,231.80599999999998,687.0
10971,19.8696,2328.0,12.2431,1518.0
10972,292.495,1260.0,493.30699999999996,194.0
10973,318.932,1373.0,186.243,1675.0
10974,24.5571,1600.0,437.80699999999996,471.0
10975,271.87,994.0,63.6181,639.0
10976,78.1629,835.0,343.931,251.0
10977,,,61.9306,637.0
10978,163.653,179.0,22.6917,345.0
10979,289.08099999999996,116.0,18.1917,482.0
10980,326.778,199.0,172.68200000000002,584.0
10981,859.5,3176.0,37.4946,906.0
10982,153.16299999999998,294.0,42.7446,666.0
10983,29.9754,612.0,183.93200000000002,344.0
10984,721.125,189.0,32.2446,908.0
10985,,,64.1196,673.0
10986,192.188,445.0,154.87,500.0
10987,,,-0.7553880000000001,767.0
10988,148.125,105.0,101.235,1188.0
10989,408.18800000000005,194.0,40.8696,1590.0
10990,1455.94,114.0,227.995,2311.0
10991,,,87.1821,1534.0
10992,,,-0.389992,1574.0
10993,,,92.4321,1315.0
10994,1482.75,118.0,21.5475,1717.0
10995,296.62,468.0,61.1196,1130.0
10996,1576.5,91.0,403.12,479.0
10997,1503.0,87.0,30.735,1402.0
10998,230.87900000000002,1221.0,10.1196,1221.0
10999,323.62,326.0,257.798,1773.0
11000,1740.38,122.0,235.68200000000002,668.0
11001,66.0669,1408.0,99.7446,1170.0
11002,598.004,521.0,70.1196,1035.0
11003,,,50.985,2182.0
11004,,,120.17299999999999,2012.0
11005,324.932,1204.0,12.5571,1780.0
11006,,,557.432,336.0
11007,,,7.672510000000001,5659.0
11008,219.25400000000002,1810.0,329.245,746.0
11009,23.5044,1668.0,56.9946,869.0
11010,383.80699999999996,651.0,,
11011,249.067,1596.0,517.12,297.0
11012,,,48.5667,1832.0
11013,,,82.1292,7960.0
11014,509.995,156.0,206.798,1446.0
11015,934.5,12415.0,263.057,1539.0
11016,985.125,16461.0,62.0667,2069.0
11017,,,123.182,1181.0
11018,,,475.12,200.0
11020,,,3.9321099999999998,1231.0
11022,605.995,85.0,27.1821,524.0
11023,,,244.12,785.0
11024,,,62.8071,1022.0
11025,100.40700000000001,344.0,160.11,180.0
11026,173.995,273.0,273.725,262.0
11027,154.062,743.0,124.1,481.0
11028,82.6245,142.0,6.5379,524.0
11029,64.2495,546.0,64.1004,378.0
11030,55.2495,384.0,160.1,984.0
11031,50.187,398.0,14.9754,1120.0
11032,247.125,87.0,309.35,1077.0
11033,286.249,350.0,401.306,205.0
11034,42.4995,748.0,43.4754,959.0
11035,-0.25051100000000004,959.0,110.225,1692.0
11036,62.5908,2932.0,,
11037,414.499,351.0,252.75,100.0
11038,55.3681,1029.0,857.062,132.0
11039,144.993,980.0,313.688,134.0
11040,1.06199,2853.0,841.125,110.0
11042,1417.5,95.0,268.091,1481.0
11043,47.61,2095.0,313.312,127.0
11044,1458.0,84.0,212.74900000000002,791.0
11045,58.485,2493.0,121.46600000000001,2430.0
11046,714.0,109.0,74.7495,893.0
11047,151.999,631.0,420.923,306.0
11048,286.11,725.0,99.5208,2403.0
11049,28.6245,1392.0,17.61,2824.0
11050,287.187,820.0,181.673,1201.0
11051,109.999,1099.0,212.798,1072.0
11052,117.17299999999999,6828.0,37.2495,929.0
11053,131.985,3418.0,,
11054,107.79799999999999,1547.0,91.9995,1152.0
11055,165.735,1179.0,,
11056,128.374,970.0,223.298,2169.0
11057,209.562,1708.0,,
11058,28.811999999999998,1160.0,,
11059,108.124,861.0,142.875,126.0
11060,,,176.187,853.0
11061,,,204.87400000000002,852.0
11062,,,21.8745,1017.0
11063,,,70.11,1779.0
11064,,,322.298,669.0
11065,374.985,872.0,147.687,431.0
11066,,,121.86,1160.0
11068,200.80700000000002,305.0,692.61,129.0
11069,269.985,282.0,158.442,1425.0
11070,722.25,318.0,153.91299999999998,508.0
11071,62.2446,407.0,192.91299999999998,237.0
11072,155.995,465.0,124.475,502.0
11073,15.9129,522.0,144.35,406.0
11074,33.3504,492.0,147.35,622.0
11075,75.7254,705.0,156.35,416.0
11076,146.225,500.0,7.4754,682.0
11077,55.6629,935.0,165.16299999999998,911.0
11078,466.1,321.0,136.85,1453.0
11079,36.7254,1119.0,317.788,754.0
11080,118.1,874.0,25.8504,1299.0
11081,249.16299999999998,1495.0,140.245,1308.0
11082,31.8504,1278.0,256.12,995.0
11083,,,107.04799999999999,2050.0
11084,321.725,913.0,52.8504,1122.0
11085,,,236.03799999999998,1567.0
11086,1842.19,122.0,391.288,402.0
11087,368.423,641.0,22.4754,2094.0
11088,296.6,1115.0,90.9129,1074.0
11089,11.9754,1528.0,,
11090,250.485,566.0,647.61,146.0
11091,1121.44,120.0,13.6629,1635.0
11092,,,180.91299999999998,1343.0
11093,423.75,99.0,247.85,794.0
11094,72.0042,1956.0,160.673,1969.0
11095,87.3504,1004.0,15.5475,2263.0
11096,,,520.298,263.0
11097,295.504,2045.0,146.985,2303.0
11099,147.75,130.0,,
11100,207.37,1280.0,,
11101,911.062,1560.0,148.11,1133.0
11102,252.37,1532.0,,
11103,83.2446,2278.0,,
11104,41.9946,2672.0,,
11105,,,227.80700000000002,2158.0
11106,,,151.30700000000002,1799.0
11107,22.6917,1478.0,588.538,276.0
11108,,,28.1004,1065.0
11109,,,111.932,1153.0
11110,,,117.94200000000001,2289.0
11111,,,22.6917,896.0
11114,158.442,1425.0,7.6437,352.0
11115,153.91299999999998,508.0,28.3071,237.0
11116,138.567,402.0,107.01899999999999,313.0
11117,161.798,250.0,17.8071,410.0
11118,8.5812,667.0,42.1725,467.0
11119,267.499,224.0,1.67251,578.0
11120,159.567,1739.0,56.0475,693.0
11121,161.20600000000002,677.0,75.9225,603.0
11122,255.942,941.0,,
11123,139.08100000000002,631.0,244.269,780.0
11124,94.6245,1358.0,164.245,1589.0
11125,195.706,813.0,76.2687,1749.0
11126,230.187,1767.0,22.4946,1504.0
11127,267.33099999999996,678.0,-5.4813,1439.0
11128,577.514,927.0,263.95599999999996,2352.0
11129,582.331,93.0,43.3167,2855.0
11130,115.682,1915.0,169.50400000000002,1662.0
11131,574.701,411.0,64.4946,1057.0
11132,77.6196,4399.0,225.00400000000002,2019.0
11133,235.12,1921.0,4.50422,2264.0
11134,71.3937,869.0,134.254,1421.0
11135,57.7446,1950.0,165.31,1941.0
11136,42.3312,836.0,161.442,1890.0
11137,71.6196,2371.0,93.31200000000001,2217.0
11138,,,27.8745,1927.0
11139,175.875,1306.0,68.0379,2786.0
11140,,,257.562,2182.0
11141,52.8696,1567.0,343.85,649.0
11142,110.807,2038.0,91.4946,1290.0
11143,,,159.53799999999998,1782.0
11144,656.0189999999999,99.0,85.2879,2483.0
11145,,,204.16299999999998,1781.0
11149,175.312,164.0,173.438,167.0
11150,,,939.188,6668.0
11152,576.951,311.0,722.3939999999999,83.0
11153,,,294.389,1044.0
11154,656.062,2768.0,,
11158,73.8792,394.0,54.5379,241.0
11159,131.442,462.0,45.5475,466.0
11160,26.4417,363.0,196.298,613.0
11161,207.75400000000002,331.0,8.680589999999999,396.0
11162,314.442,180.0,90.3312,374.0
11163,15.7542,639.0,27.1821,2306.0
11164,2.04751,755.0,11.1181,480.0
11165,188.995,1236.0,149.95600000000002,1311.0
11166,62.4321,1327.0,152.028,1196.0
11167,171.18200000000002,1385.0,112.46600000000001,1321.0
11168,100.682,1492.0,130.644,1420.0
11169,3.9321099999999998,1492.0,86.2062,1793.0
11170,282.557,1279.0,175.278,2155.0
11171,29.0571,2233.0,160.278,1608.0
11172,17.0571,1557.0,31.4562,2043.0
11173,317.807,887.0,116.01899999999999,1695.0
11174,307.407,468.0,158.95600000000002,1439.0
11175,40.3071,1558.0,172.456,2086.0
11176,683.62,439.0,42.8937,1421.0
11177,799.5,14814.0,579.903,107.0
11178,,,12.1533,2048.0
11180,1065.75,92.0,829.312,92.0
11181,,,85.9978,1596.0
11182,,,178.12,1890.0
11183,137.05700000000002,2382.0,289.969,1242.0
11184,,,187.06,1861.0
11186,195.71599999999998,1483.0,,
11187,80.2158,1902.0,,
11188,174.528,2216.0,,
11189,8.9658,1418.0,243.46900000000002,855.0
11190,152.966,1169.0,35.9065,1228.0
11191,181.278,1497.0,,
11192,,,226.59400000000002,780.0
11193,,,196.269,1769.0
11194,148.219,1197.0,404.81199999999995,6377.0
11195,,,63.9225,1919.0
11196,36.6565,1900.0,528.36,389.0
11197,160.407,479.0,,
11199,,,230.975,1021.0
11200,16.6725,186.0,10.4658,328.0
11201,69.735,358.0,4.2783,429.0
11202,150.173,417.0,23.8071,324.0
11203,81.3696,747.0,100.84100000000001,651.0
11204,49.3071,1104.0,105.15299999999999,796.0
11205,137.05700000000002,690.0,5.7783,743.0
11206,2.0571099999999998,730.0,56.5908,771.0
11207,61.1196,881.0,187.46599999999998,899.0
11208,290.985,1234.0,26.4033,658.0
11209,302.245,642.0,76.0908,1250.0
11210,156.55700000000002,1057.0,233.21599999999998,937.0
11211,17.9946,1910.0,160.653,1163.0
11212,186.36,2058.0,167.21599999999998,2009.0
11213,257.048,1266.0,255.903,2004.0
11214,105.557,1743.0,61.6533,944.0
11215,268.682,1806.0,10.8408,1242.0
11216,286.86,951.0,358.278,552.0
11217,423.173,253.0,144.341,1446.0
11218,8.98501,1334.0,126.71600000000001,1489.0
11219,27.5475,2447.0,175.09099999999998,1573.0
11220,469.673,285.0,45.1533,1620.0
11221,251.423,1856.0,270.528,1480.0
11222,,,267.735,1610.0
11223,284.048,2309.0,350.028,651.0
11224,6.17251,1864.0,3.3408,3038.0
11225,197.995,1877.0,265.091,894.0
11226,,,76.86,1649.0
11227,1073.62,994.0,101.96600000000001,1425.0
11228,152.423,2126.0,241.11,762.0
11229,205.68200000000002,1673.0,58.86,1204.0
11230,148.298,2209.0,158.235,1612.0
11231,196.87,2005.0,158.61,1382.0
11232,,,5.61001,2059.0
11233,,,292.466,302.0
11234,,,159.173,1624.0
11235,,,5.42251,2988.0
11236,88.4658,5706.0,116.02799999999999,1405.0
11237,246.903,2031.0,77.9658,1847.0
11238,12.7158,1149.0,278.216,1014.0
11239,1561.12,406.0,13.4658,1707.0
11240,,,13.2783,1208.0
11242,,,59.7783,1722.0
11243,641.975,113.0,60.5571,239.0
11244,119.432,184.0,37.1196,236.0
11245,86.2446,446.0,14.8071,368.0
11246,245.868,306.0,129.18200000000002,359.0
11247,106.86,687.0,38.9754,989.0
11248,4.67251,494.0,182.225,288.0
11249,132.548,1364.0,19.8504,998.0
11250,56.985,502.0,184.66299999999998,519.0
11251,251.6,881.0,5.2158,850.0
11252,12.5571,951.0,504.93199999999996,143.0
11253,250.475,1474.0,308.807,1135.0
11254,95.4129,1623.0,212.798,1793.0
11255,,,18.9225,3299.0
11256,42.9129,1250.0,340.673,945.0
11257,5.0379,1969.0,533.423,518.0
11258,369.725,1058.0,34.6725,2228.0
11259,167.975,1155.0,13.2687,882.0
11260,50.985,1464.0,70.485,2323.0
11261,34.86,1360.0,61.8696,1815.0
11262,,,256.673,889.0
11263,-1.32749,1802.0,65.0475,1541.0
11264,,,66.9225,1928.0
11265,,,113.79799999999999,2305.0
11266,22.11,1800.0,146.423,2208.0
11267,786.562,93.0,51.1725,821.0
11268,216.36,1831.0,330.548,606.0
11269,160.125,187.0,-8.25539,9745.0
11270,300.37,2839.0,294.37,928.0
11271,542.798,258.0,494.80699999999996,417.0
11272,,,-1.31789,2225.0
11273,,,25.6725,2158.0
11274,1420.5,168.0,243.735,1776.0
11275,,,51.5475,3507.0
11276,,,230.423,1340.0
11278,12.36,1681.0,207.36,1882.0
11279,263.423,875.0,,
11280,140.423,1953.0,,
11281,98.4225,1383.0,517.11,983.0
11283,9.17251,731.0,,
11284,249.36,949.0,,
11285,310.653,238.0,110.807,242.0
11286,201.37,201.0,56.4321,229.0
11287,62.2446,757.0,9.18211,317.0
11288,159.903,682.0,49.3071,2297.0
11289,7.494610000000001,411.0,25.6821,446.0
11290,17.6196,653.0,3.1821099999999998,534.0
11291,59.0571,762.0,41.9946,616.0
11292,493.31199999999995,366.0,282.173,870.0
11293,245.985,805.0,95.9658,976.0
11294,747.0,231.0,250.09099999999998,722.0
11295,,,67.3071,1839.0
11296,,,94.4946,1671.0
11297,,,82.3071,1581.0
11298,655.312,124.0,34.1196,2608.0
11299,,,563.432,270.0
11300,,,102.37,4028.0
11301,270.37,1172.0,209.995,1370.0
11302,,,667.495,203.0
11303,,,20.8071,2131.0
11304,1406.44,486.0,-3.3803900000000002,1415.0
11305,,,70.6725,1325.0
11306,1623.0,146.0,1648.12,183.0
11307,384.745,696.0,112.29799999999999,2063.0
11308,,,305.432,408.0
11309,1564.31,6160.0,,
11310,210.93200000000002,1820.0,95.9562,1580.0
11311,3.1821099999999998,1865.0,155.05700000000002,1870.0
11312,687.188,109.0,,
11313,82.8408,2358.0,172.644,596.0
11314,,,8.79751,3854.0
11315,145.30700000000002,2283.0,17.985,1223.0
11316,,,1.86001,2150.0
11317,3.5571099999999998,1885.0,711.735,446.0
11318,278.62,918.0,118.682,1714.0
11319,1.8696099999999998,1829.0,403.30699999999996,793.0
11320,150.55700000000002,2644.0,,
11321,211.495,1911.0,422.778,577.0
11322,251.05700000000002,1159.0,,
11323,286.495,960.0,672.745,104.0
11324,265.87,1609.0,72.1437,1290.0
11325,305.995,1735.0,299.769,302.0
11326,99.5571,1552.0,455.05699999999996,341.0
11327,,,97.0812,941.0
11328,1328.62,390.0,,
11329,538.682,199.0,,
11330,,,260.995,558.0
11333,15.5571,374.0,122.79799999999999,149.0
11334,7.307110000000001,449.0,167.995,282.0
11335,142.30700000000002,245.0,36.735,372.0
11336,173.43200000000002,254.0,113.235,419.0
11337,26.0187,537.0,272.58099999999996,354.0
11338,126.706,422.0,81.7446,709.0
11339,1653.75,209.0,36.1821,1092.0
11340,112.68799999999999,440.0,205.12,562.0
11341,761.625,113.0,113.432,912.0
11342,4.67251,1157.0,233.80700000000002,1909.0
11343,186.35,1523.0,17.2254,863.0
11344,172.673,3256.0,1859.81,1301.0
11345,5.79751,1377.0,412.12,949.0
11346,402.735,711.0,163.87,1887.0
11347,250.485,1627.0,454.12,526.0
11348,34.2975,2433.0,26.6196,1693.0
11349,187.86,2132.0,199.30700000000002,2152.0
11350,290.048,952.0,165.706,1643.0
11351,,,268.495,1238.0
11352,442.68199999999996,775.0,70.6725,1835.0
11353,,,171.36,1636.0
11354,,,82.2975,1830.0
11355,,,183.36,1232.0
11356,207.36,1286.0,136.87,1224.0
11358,185.43200000000002,2186.0,,
11359,246.18200000000002,2016.0,344.413,1070.0
11360,,,25.2975,1712.0
11361,137.62,1818.0,244.11,1542.0
11362,,,41.985,1573.0
11363,38.0571,638.0,239.985,2290.0
11364,,,245.03799999999998,1133.0
11365,,,264.37,1332.0
11366,425.995,422.0,233.80700000000002,2840.0
11368,455.225,967.0,57.1725,1382.0
11370,158.442,1425.0,7.6437,352.0
11371,153.91299999999998,508.0,28.3071,237.0
11372,192.91299999999998,237.0,102.764,375.0
11373,161.798,250.0,17.8071,410.0
11374,153.498,713.0,8.5812,667.0
11375,102.932,401.0,267.499,224.0
11376,32.3728,675.0,52.2687,782.0
11377,42.7446,1987.0,161.20600000000002,677.0
11378,128.05700000000002,1614.0,255.942,941.0
11379,150.745,2264.0,10.5042,1196.0
11380,2.8071099999999998,2071.0,94.6245,1358.0
11381,56.625,159.0,98.0667,1900.0
11382,165.93200000000002,1561.0,230.187,1767.0
11383,275.748,1325.0,299.254,1922.0
11384,,,112.87,3978.0
11385,259.45599999999996,6727.0,577.514,927.0
11386,248.43200000000002,4933.0,582.331,93.0
11387,1243.5,13591.0,115.682,1915.0
11388,,,77.6196,4399.0
11389,265.435,1262.0,235.12,1921.0
11390,,,-3.17368,1023.0
11391,57.7446,1950.0,165.31,1941.0
11392,,,116.639,1877.0
11393,71.6196,2371.0,93.31200000000001,2217.0
11394,4.11961,1052.0,,
11395,227.05700000000002,1732.0,1877.62,121.0
11396,141.55700000000002,2330.0,,
11397,44.2446,1561.0,,
11398,110.807,2038.0,91.4946,1290.0
11399,,,159.53799999999998,1782.0
11400,656.0189999999999,99.0,85.2879,2483.0
11401,1475.06,1290.0,299.769,964.0
11402,,,204.16299999999998,1781.0
11403,130.495,3238.0,,
11405,918.745,114.0,,
11407,282.188,11940.0,209.05700000000002,1902.0
11408,180.562,3121.0,127.495,1526.0
11409,719.438,86.0,61.3071,1948.0
11410,304.45599999999996,694.0,295.87,1468.0
11411,191.56,1734.0,581.769,140.0
11412,17.7478,977.0,536.057,146.0
11413,,,17.6196,2240.0
11414,,,174.93200000000002,1176.0
11415,81.5475,2166.0,106.87,1252.0
11416,152.423,1497.0,178.68200000000002,1586.0
11417,244.673,1721.0,,
11418,8.61001,1551.0,42.9129,1250.0
11419,149.95600000000002,1311.0,66.1629,1191.0
11420,152.028,1196.0,118.485,1861.0
11421,544.5,430.0,75.735,1486.0
11422,3.9129,1856.0,158.61,1511.0
11423,338.61,483.0,204.37,1625.0
11424,369.725,1058.0,34.6725,2228.0
11425,77.8071,2141.0,207.735,2280.0
11426,36.7446,506.0,162.764,286.0
11427,68.5603,354.0,94.1388,336.0
11428,45.5571,307.0,12.7638,1158.0
11429,68.7495,493.0,182.868,152.0
11430,110.07600000000001,506.0,158.975,430.0
11431,11.1181,480.0,98.2254,728.0
11432,-1.13039,1101.0,111.35,1175.0
11433,49.0908,1076.0,219.71599999999998,2158.0
11434,556.688,334.0,80.0283,1735.0
11435,470.95599999999996,360.0,91.3071,2189.0
11436,24.3696,2426.0,3.3312,1170.0
11437,146.216,1971.0,428.394,271.0
11438,188.62,1421.0,132.144,1061.0
11440,155.05700000000002,1870.0,,
11441,27.1821,2306.0,108.618,590.0
11442,82.6437,2738.0,21.9321,1562.0
11443,41.5812,693.0,31.4946,2767.0
11444,210.93200000000002,1820.0,95.9562,1580.0
11445,8.4033,2617.0,41.5812,693.0
11446,21.7254,384.0,36.7446,506.0
11447,159.923,146.0,68.5603,354.0
11448,273.725,262.0,45.5571,307.0
11449,124.1,481.0,57.1228,467.0
11450,189.192,639.0,110.07600000000001,506.0
11451,15.7542,639.0,27.1821,2306.0
11452,135.754,941.0,14.8263,5932.0
11453,23.1181,581.0,170.442,1577.0
11454,118.67299999999999,1589.0,,
11455,420.75,176.0,182.62900000000002,1992.0
11456,86.0475,1456.0,96.7542,2269.0
11457,185.021,1906.0,121.249,1571.0
11458,63.735,1474.0,97.8792,2653.0
11459,25.8333,1390.0,181.317,1429.0
11460,57.9225,1953.0,108.75399999999999,1204.0
11461,515.413,668.0,29.2542,1923.0
11462,875.062,83.0,203.25400000000002,1603.0
11463,140.41299999999998,2005.0,73.8792,1521.0
11464,119.985,1246.0,54.7446,2638.0
11465,120.54799999999999,2209.0,,
11466,115.67299999999999,1963.0,83.2446,3253.0
11467,163.11,1513.0,,
11468,108.17299999999999,2938.0,191.43200000000002,3377.0
11469,58.2975,2295.0,16.4946,2997.0
11470,357.923,739.0,,
11471,68.7975,1646.0,295.307,1227.0
11472,63.5208,2108.0,207.53799999999998,1657.0
11473,10.86,2074.0,,
11474,381.173,732.0,167.41299999999998,2026.0
11475,19.485,1807.0,,
11476,106.86,1499.0,0.9033,2752.0
11477,226.298,7097.0,283.86,592.0
11478,322.485,524.0,215.59099999999998,1097.0
11479,25.2975,2257.0,,
11480,120.92299999999999,1804.0,9.5283,1595.0
11481,118.87,1536.0,,
11482,62.8071,2068.0,113.057,13138.0
11483,309.37,801.0,,
11484,22.4946,2526.0,357.36,855.0
11485,365.61,910.0,,
11486,23.4225,1638.0,,
11487,277.86,1550.0,,
11488,70.11,1231.0,419.61,335.0
11489,397.298,625.0,,
11490,153.91299999999998,508.0,28.3071,237.0
11491,192.91299999999998,237.0,102.764,375.0
11492,124.475,502.0,46.3167,628.0
11493,144.35,406.0,153.498,713.0
11494,147.35,622.0,155.43200000000002,553.0
11495,173.61,724.0,32.3728,675.0
11496,156.35,416.0,272.235,353.0
11497,123.745,1341.0,312.873,219.0
11498,351.884,514.0,128.05700000000002,1614.0
11499,406.30699999999996,384.0,150.745,2264.0
11500,730.312,235.0,2.8071099999999998,2071.0
11501,532.312,1399.0,277.307,1862.0
11503,1878.38,122.0,67.1196,2517.0
11504,513.36,548.0,216.55700000000002,6729.0
11505,572.759,174.0,283.86,1380.0
11506,1758.75,816.0,1072.69,103.0
11507,,,13.2975,1795.0
11508,1842.19,180.0,,
11509,913.125,117.0,254.985,2560.0
11510,77.25,244.0,,
11511,912.0,141.0,3.92251,3005.0
11512,163.87,1176.0,301.673,602.0
11513,923.812,126.0,936.75,132.0
11514,581.235,239.0,313.298,1373.0
11515,1841.81,210.0,297.36,876.0
11516,,,156.53799999999998,1757.0
11517,558.923,289.0,331.288,842.0
11518,134.61,1540.0,43.4466,1207.0
11519,346.11,948.0,,
11520,291.173,1868.0,499.673,833.0
11522,494.048,1239.0,,
11523,,,269.798,2247.0
11525,447.0,4820.0,,
11526,,,733.125,112.0
11527,36.9225,2596.0,113.04799999999999,2390.0
11528,312.745,1176.0,257.423,1071.0
11530,696.562,88.0,678.375,109.0
11532,391.11,947.0,673.875,104.0
11533,,,407.61,1356.0
11536,384.36,768.0,,
11537,190.11,1853.0,309.923,722.0
11538,73.6725,360.0,192.55700000000002,296.0
11539,16.6725,186.0,10.4658,328.0
11540,506.225,107.0,177.173,231.0
11541,69.735,358.0,4.2783,429.0
11542,150.173,417.0,23.8071,324.0
11543,41.985,462.0,33.7254,416.0
11544,65.61,520.0,-9.9621,646.0
11545,83.61,614.0,41.4129,553.0
11546,133.447,399.0,79.8504,781.0
11547,21.5379,949.0,290.985,1234.0
11548,38.7879,1390.0,75.36,891.0
11549,259.495,1907.0,851.807,175.0
11550,45.5379,2429.0,15.1725,1102.0
11551,,,180.36,1800.0
11552,46.2879,1835.0,157.673,1764.0
11553,679.475,256.0,294.735,1784.0
11554,266.975,1762.0,294.163,1032.0
11555,102.913,1613.0,77.5315,196.0
11556,186.35,935.0,270.282,1104.0
11557,104.6,1216.0,93.844,1407.0
11558,191.03799999999998,2246.0,41.5315,1202.0
11559,1122.19,162.0,248.71900000000002,861.0
11560,,,154.12,1483.0
11561,1131.0,146.0,222.34099999999998,1949.0
11562,,,268.219,1032.0
11563,80.9658,2928.0,,
11564,,,811.688,6617.0
11565,311.413,1039.0,290.966,1326.0
11566,,,598.288,243.0
11567,140.062,83.0,,
11568,,,226.86,1554.0
11569,136.407,608.0,74.25,116.0
11570,,,206.798,1754.0
11571,18.844,1509.0,,
11573,430.68800000000005,93.0,,
11574,286.663,1061.0,,
11575,,,506.6,563.0
11577,229.032,961.0,,
11580,907.7819999999999,140.0,,
11581,475.1,281.0,,
11582,,,478.663,218.0
11585,54.5379,241.0,56.2446,185.0
11586,162.764,286.0,641.975,113.0
11587,45.5475,466.0,119.432,184.0
11588,196.298,613.0,86.2446,446.0
11589,8.680589999999999,396.0,154.181,279.0
11590,147.37,443.0,33.7158,505.0
11591,88.4946,720.0,125.21600000000001,377.0
11592,3.3696099999999998,774.0,49.6533,548.0
11593,159.93200000000002,508.0,320.038,354.0
11594,184.66299999999998,519.0,,
11595,12.5571,951.0,504.93199999999996,143.0
11596,252.173,1083.0,146.61,724.0
11597,66.5571,5587.0,246.735,820.0
11598,158.61,1511.0,106.495,1384.0
11599,106.87,1252.0,22.3071,1471.0
11600,178.68200000000002,1586.0,71.235,1792.0
11601,,,18.9225,3299.0
11602,102.51899999999999,975.0,105.745,2498.0
11603,338.61,483.0,204.37,1625.0
11604,132.18200000000002,1599.0,296.975,950.0
11605,369.725,1058.0,34.6725,2228.0
11606,462.173,259.0,77.8071,2141.0
11607,50.985,1464.0,70.485,2323.0
11608,70.86,1648.0,715.312,88.0
11609,,,591.173,221.0
11611,,,284.985,1501.0
11612,84.1533,2420.0,46.8408,1620.0
11613,443.788,263.0,,
11614,,,341.216,590.0
11615,,,111.92299999999999,1907.0
11617,206.438,113.0,192.188,87.0
11618,274.495,1382.0,290.798,658.0
11620,267.745,1294.0,221.985,1597.0
11621,77.7783,9174.0,,
11625,134.149,1986.0,,
11627,284.216,773.0,,
11628,78.7158,1943.0,33.7158,1543.0
11629,137.216,1231.0,136.653,1035.0
11630,33.1533,1715.0,,
11631,656.403,118.0,20.2158,1135.0
11632,289.298,137.0,0.912904,442.0
11633,112.86,298.0,75.0042,272.0
11634,45.1437,254.0,55.4946,156.0
11635,178.081,421.0,46.3071,328.0
11636,173.235,504.0,190.12,297.0
11637,195.192,748.0,-2.4428900000000002,673.0
11638,319.504,83.0,38.0379,1043.0
11639,47.8167,494.0,210.93200000000002,263.0
11640,47.2542,1119.0,2.9946099999999998,715.0
11641,181.87900000000002,586.0,151.68200000000002,714.0
11642,121.682,2016.0,101.06700000000001,1918.0
11643,252.18200000000002,1267.0,135.754,1046.0
11644,210.745,1963.0,74.4417,2049.0
11645,125.81200000000001,106.0,536.995,428.0
11646,268.12,1661.0,601.504,475.0
11647,30.1821,2560.0,-4.87078,1885.0
11648,580.495,479.0,43.485,2102.0
11649,1.49461,2182.0,194.067,1913.0
11650,250.87,1985.0,122.62899999999999,2102.0
11651,653.807,214.0,161.235,1929.0
11652,-6.567889999999999,2500.0,54.36,2014.0
11653,272.057,2194.0,497.629,812.0
